created_at,DATE,entry_id,Temperature(C),Turbidity(NTU),Dissolved Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml),Fish_length(cm),Fish_weight(g)
2021-06-18 12:27:18 CET,18-06-2021,38,26.25,14,10.096,8.42911,0.46426,176,6.947142857,4.371428571
2021-06-18 12:27:41 CET,18-06-2021,39,25.6875,18,8.543,8.40187,0.47361,161,6.947142857,4.371428571
2021-06-18 12:28:01 CET,18-06-2021,40,25.1875,16,10.185,8.40641,0.48121,176,6.947142857,4.371428571
2021-06-18 12:28:20 CET,18-06-2021,41,25.1875,16,8.632,8.40641,0.3403,167,6.947142857,4.371428571
2021-06-18 12:28:40 CET,18-06-2021,42,25.1875,18,11.605,8.40641,0.48313,166,6.947142857,4.371428571
2021-06-18 12:29:00 CET,18-06-2021,43,25.125,17,1.642,8.41095,0.49676,161,6.947142857,4.371428571
2021-06-18 12:29:20 CET,18-06-2021,44,25.125,18,12.444,8.40187,0.36321,163,6.947142857,4.371428571
2021-06-18 12:29:39 CET,18-06-2021,45,25.125,18,7.498,8.41095,0.50873,174,6.947142857,4.371428571
2021-06-18 12:29:59 CET,18-06-2021,46,25.1875,18,8.543,8.40641,0.53558,165,6.947142857,4.371428571
2021-06-18 12:30:18 CET,18-06-2021,47,25.1875,17,11.864,8.40641,0.38131,151,6.947142857,4.371428571
2021-06-18 12:30:38 CET,18-06-2021,48,25.125,18,7.4,8.40641,0.54842,169,6.947142857,4.371428571
2021-06-18 12:30:58 CET,18-06-2021,49,25.1875,18,9.257,8.40641,0.56377,165,6.947142857,4.371428571
2021-06-18 12:31:17 CET,18-06-2021,50,25.1875,18,10.685,8.40641,0.57497,155,6.947142857,4.371428571
2021-06-18 12:31:37 CET,18-06-2021,51,25.125,18,9.06,8.40641,0.57497,176,6.947142857,4.371428571
2021-06-18 12:31:56 CET,18-06-2021,52,25.125,18,7.846,8.40641,0.001,163,6.947142857,4.371428571
2021-06-18 12:32:16 CET,18-06-2021,53,25.125,17,0.696,8.40641,0.001,173,6.947142857,4.371428571
2021-06-18 12:32:35 CET,18-06-2021,54,25.1875,19,7.355,8.40641,0.00099,165,6.947142857,4.371428571
2021-06-18 12:32:55 CET,18-06-2021,55,25.1875,19,12.221,8.40641,0.00088,170,6.947142857,4.371428571
2021-06-18 12:33:15 CET,18-06-2021,56,25.125,19,5.749,8.54259,0.00091,167,6.947142857,4.371428571
2021-06-18 12:34:11 CET,18-06-2021,57,25.1875,19,6.177,8.40641,0.00091,173,6.947142857,4.371428571
2021-06-18 12:34:31 CET,18-06-2021,58,25.125,21,6.98,8.42911,0.00093,164,6.947142857,4.371428571
2021-06-18 12:35:27 CET,18-06-2021,59,25.1875,20,6.525,8.40641,0.00093,170,6.947142857,4.371428571
2021-06-18 12:35:47 CET,18-06-2021,60,25.1875,21,7.82,8.40641,0.00086,170,6.947142857,4.371428571
2021-06-18 12:36:06 CET,18-06-2021,61,25.125,22,4.758,8.40641,0.00088,172,6.947142857,4.371428571
2021-06-18 12:36:26 CET,18-06-2021,62,25.125,22,5.052,8.41095,0.00068,159,6.947142857,4.371428571
2021-06-18 12:36:46 CET,18-06-2021,63,25.125,21,7.596,8.40641,0.00088,171,6.947142857,4.371428571
2021-06-18 12:37:05 CET,18-06-2021,64,25.1875,21,4.606,8.40187,0.00088,171,6.947142857,4.371428571
2021-06-18 12:37:24 CET,18-06-2021,65,25.1875,22,7.864,8.40641,0.00089,171,6.947142857,4.371428571
2021-06-18 12:37:44 CET,18-06-2021,66,25.1875,22,5.052,8.40641,0.00085,163,6.947142857,4.371428571
2021-06-18 12:38:04 CET,18-06-2021,67,25.1875,21,6.436,8.40641,0.00062,159,6.947142857,4.371428571
2021-06-18 12:38:23 CET,18-06-2021,68,25.1875,21,5.383,8.40641,0.00086,144,6.947142857,4.371428571
2021-06-18 12:38:43 CET,18-06-2021,69,25.125,21,14.194,8.41095,0.00089,163,6.947142857,4.371428571
2021-06-18 12:39:40 CET,18-06-2021,70,25.1875,19,8.302,8.40187,0.00085,173,6.947142857,4.371428571
2021-06-18 12:39:59 CET,18-06-2021,71,25.1875,19,8.462,8.42911,0.00087,172,6.947142857,4.371428571
2021-06-18 12:40:19 CET,18-06-2021,72,25.125,19,11.694,8.41095,0.00066,166,6.947142857,4.371428571
2021-06-18 12:41:15 CET,18-06-2021,73,25.125,18,7.168,8.40641,0.00086,169,6.947142857,4.371428571
2021-06-18 12:41:35 CET,18-06-2021,74,25.125,19,3.088,8.40641,0.00085,160,6.947142857,4.371428571
2021-06-18 12:41:54 CET,18-06-2021,75,25.125,20,5.445,8.40641,0.00085,169,6.947142857,4.371428571
2021-06-18 12:42:14 CET,18-06-2021,76,25.1875,20,4.115,8.40641,0.00082,176,6.947142857,4.371428571
2021-06-18 12:43:10 CET,18-06-2021,77,25.1875,20,3.731,8.40641,0.00081,115,6.947142857,4.371428571
2021-06-18 12:43:30 CET,18-06-2021,78,25.125,21,11.792,8.40641,0.00086,157,6.947142857,4.371428571
2021-06-18 12:43:49 CET,18-06-2021,79,25.125,20,8.864,8.40641,0.00082,167,6.947142857,4.371428571
2021-06-18 12:44:09 CET,18-06-2021,80,25.1875,21,8.203,8.40641,0.00088,158,6.947142857,4.371428571
2021-06-18 12:44:29 CET,18-06-2021,81,25.125,21,6.302,8.40641,0.00088,170,6.947142857,4.371428571
2021-06-18 12:44:48 CET,18-06-2021,82,25.125,23,8.668,8.40641,0.00067,165,6.947142857,4.371428571
2021-06-18 12:45:08 CET,18-06-2021,83,25.1875,22,9.703,8.40187,0.00093,162,6.947142857,4.371428571
2021-06-18 12:45:27 CET,18-06-2021,84,25.125,22,9.275,8.45634,0.0009,165,6.947142857,4.371428571
2021-06-18 12:45:47 CET,18-06-2021,85,25.1875,22,12.212,8.41095,0.0006,162,6.947142857,4.371428571
2021-06-18 12:46:06 CET,18-06-2021,86,25.125,21,9.06,8.40641,0.00082,162,6.947142857,4.371428571
2021-06-18 12:47:03 CET,18-06-2021,87,25.1875,20,7.65,8.41095,0.00082,170,6.947142857,4.371428571
2021-06-18 12:47:22 CET,18-06-2021,88,25.1875,20,6.784,8.41095,0.00076,163,6.947142857,4.371428571
2021-06-18 12:47:42 CET,18-06-2021,89,25.1875,21,9.016,8.67424,0.00054,162,6.947142857,4.371428571
2021-06-18 12:48:02 CET,18-06-2021,90,25.125,21,7.364,8.40641,0.00069,163,6.947142857,4.371428571
2021-06-18 12:48:21 CET,18-06-2021,91,25.1875,20,11.328,8.40641,0.00084,162,6.947142857,4.371428571
2021-06-18 12:48:41 CET,18-06-2021,92,25.125,21,10.578,8.40641,0.00082,162,6.947142857,4.371428571
2021-06-18 12:49:01 CET,18-06-2021,93,25.125,20,9.239,8.41549,0.00081,163,6.947142857,4.371428571
2021-06-18 12:49:20 CET,18-06-2021,94,25.1875,20,9.587,8.40641,0.00079,176,6.947142857,4.371428571
2021-06-18 12:49:40 CET,18-06-2021,95,25.1875,20,6.186,8.40641,0.00084,176,6.947142857,4.371428571
2021-06-18 12:50:00 CET,18-06-2021,96,25.1875,21,7.668,8.40641,0.00084,165,6.947142857,4.371428571
2021-06-18 12:50:19 CET,18-06-2021,97,25.1875,21,4.892,8.40641,0.00084,157,6.947142857,4.371428571
2021-06-18 12:50:39 CET,18-06-2021,98,25.1875,23,8.096,8.40641,0.00087,176,6.947142857,4.371428571
2021-06-18 12:51:35 CET,18-06-2021,99,25.1875,21,5.4,8.40641,0.00112,176,6.947142857,4.371428571
2021-06-18 12:52:32 CET,18-06-2021,100,25.1875,21,8.195,8.40641,0.00093,176,6.947142857,4.371428571
2021-06-18 12:52:51 CET,18-06-2021,101,25.1875,21,6.972,8.39279,0.00067,158,6.947142857,4.371428571
2021-06-18 12:53:11 CET,18-06-2021,102,25.125,20,7.079,8.41095,0.00096,171,6.947142857,4.371428571
2021-06-18 12:53:30 CET,18-06-2021,103,25.125,21,7.177,8.41095,0.00106,170,6.947142857,4.371428571
2021-06-18 12:54:27 CET,18-06-2021,104,25.1875,18,6.525,8.40641,0.49283,175,6.947142857,4.371428571
2021-06-18 12:54:47 CET,18-06-2021,105,25.1875,18,10.435,8.40641,0.50671,172,6.947142857,4.371428571
2021-06-18 12:55:06 CET,18-06-2021,106,25.125,18,8.195,8.42003,0.52718,166,6.947142857,4.371428571
2021-06-18 12:55:26 CET,18-06-2021,107,25.1875,17,8.337,8.41095,0.49283,166,6.947142857,4.371428571
2021-06-18 12:55:45 CET,18-06-2021,108,25.125,17,11.016,8.40641,0.51277,173,6.947142857,4.371428571
2021-06-18 12:56:05 CET,18-06-2021,109,25.1875,15,9.444,8.41095,0.00091,165,6.947142857,4.371428571
2021-06-18 12:56:25 CET,18-06-2021,110,25.1875,17,13.712,8.40641,0.00131,175,6.947142857,4.371428571
2021-06-18 12:56:45 CET,18-06-2021,111,25.125,19,7.141,8.40641,0.00089,166,6.947142857,4.371428571
2021-06-18 12:57:04 CET,18-06-2021,112,25.1875,19,10.194,8.40641,0.00117,176,6.947142857,4.371428571
2021-06-18 12:57:24 CET,18-06-2021,113,25.125,19,5.481,8.41095,0.00117,176,6.947142857,4.371428571
2021-06-18 12:57:43 CET,18-06-2021,114,25.1875,21,6.347,8.40641,0.00091,156,6.947142857,4.371428571
2021-06-18 12:58:03 CET,18-06-2021,115,25.1875,20,6.695,8.41095,0.00092,174,6.947142857,4.371428571
2021-06-18 12:58:22 CET,18-06-2021,116,25.1875,22,7.561,8.41095,0.00088,176,6.947142857,4.371428571
2021-06-18 12:58:42 CET,18-06-2021,117,25.1875,21,7.471,8.41095,0.00081,163,6.947142857,4.371428571
2021-06-18 12:59:39 CET,18-06-2021,118,25.1875,20,8.471,8.41095,0.00063,174,6.947142857,4.371428571
2021-06-18 12:59:59 CET,18-06-2021,119,25.125,21,11.676,8.41095,0.54197,167,6.947142857,4.371428571
2021-06-18 13:00:55 CET,18-06-2021,120,25.1875,18,5.936,8.41095,0.55495,177,6.947142857,4.371428571
2021-06-18 13:01:15 CET,18-06-2021,121,25.1875,19,5.061,8.40641,0.55495,169,6.947142857,4.371428571
2021-06-18 13:01:35 CET,18-06-2021,122,25.1875,18,6.98,8.40641,0.57271,192,6.947142857,4.371428571
2021-06-18 13:01:54 CET,18-06-2021,123,25.1875,17,6.445,8.41095,0.62191,176,6.947142857,4.371428571
2021-06-18 13:10:46 CET,18-06-2021,124,25.1875,5,5.561,8.41095,0.54842,176,6.947142857,4.371428571
2021-06-18 13:11:06 CET,18-06-2021,125,25.1875,6,8.311,8.42911,0.51277,163,6.947142857,4.371428571
2021-06-18 13:11:26 CET,18-06-2021,126,25.25,7,18.014,8.41549,0.57951,176,6.947142857,4.371428571
2021-06-18 13:11:45 CET,18-06-2021,127,25.1875,8,5.454,8.40641,0.00251,176,6.947142857,4.371428571
2021-06-18 13:12:05 CET,18-06-2021,128,25.25,10,7.864,8.40641,0.63668,176,6.947142857,4.371428571
2021-06-18 13:13:01 CET,18-06-2021,129,25.25,7,6.677,8.40641,0.00109,172,6.947142857,4.371428571
2021-06-18 13:14:35 CET,18-06-2021,130,25.25,5,7.141,8.40641,0.00146,167,6.947142857,4.371428571
2021-06-18 13:14:54 CET,18-06-2021,131,25.25,5,9.935,8.43818,0.62191,176,6.947142857,4.371428571
2021-06-18 13:15:14 CET,18-06-2021,132,25.1875,4,7.454,8.29292,0.00137,174,6.947142857,4.371428571
2021-06-18 13:16:10 CET,18-06-2021,133,25.1875,-1,6.793,8.40641,0.00472,172,6.947142857,4.371428571
2021-06-18 13:16:30 CET,18-06-2021,134,25.1875,0,6.936,8.40641,0.00593,171,6.947142857,4.371428571
2021-06-18 13:16:50 CET,18-06-2021,135,25.25,3,9.078,8.40187,0.61948,162,6.947142857,4.371428571
2021-06-18 13:17:10 CET,18-06-2021,136,25.25,5,5.543,8.40641,0.66203,163,6.947142857,4.371428571
2021-06-18 13:17:29 CET,18-06-2021,137,25.25,7,7.668,8.40641,0.0031,176,6.947142857,4.371428571
2021-06-18 13:17:49 CET,18-06-2021,138,25.25,6,7.552,8.44726,0.65946,176,6.947142857,4.371428571
2021-06-18 13:18:08 CET,18-06-2021,139,25.1875,8,5.499,8.40641,0.00419,177,6.947142857,4.371428571
2021-06-18 13:18:27 CET,18-06-2021,140,25.25,9,6.025,8.40641,0.6342,203,6.947142857,4.371428571
2021-06-18 13:19:24 CET,18-06-2021,141,25.25,7,5.641,8.40641,0.56377,177,6.947142857,4.371428571
2021-06-18 13:19:43 CET,18-06-2021,142,25.25,4,5.686,8.41095,0.00255,195,6.947142857,4.371428571
2021-06-18 13:20:03 CET,18-06-2021,143,25.25,4,6.329,8.40641,0.55495,176,6.947142857,4.371428571
2021-06-18 13:20:22 CET,18-06-2021,144,25.25,3,6.936,8.40641,0.00172,176,6.947142857,4.371428571
2021-06-18 13:20:42 CET,18-06-2021,145,25.25,1,10.078,8.41549,0.00102,175,6.947142857,4.371428571
2021-06-18 13:21:01 CET,18-06-2021,146,25.25,4,10.774,8.39279,0.00099,174,6.947142857,4.371428571
2021-06-18 13:21:21 CET,18-06-2021,147,25.25,3,7.909,8.40641,0.6342,173,6.947142857,4.371428571
2021-06-18 13:21:40 CET,18-06-2021,148,25.3125,1,7.311,8.40641,0.00097,171,6.947142857,4.371428571
2021-06-18 13:22:00 CET,18-06-2021,149,25.3125,-1,8.561,8.40641,0.66203,162,6.947142857,4.371428571
2021-06-18 13:22:19 CET,18-06-2021,150,25.25,-4,9.471,8.38825,0.00097,171,6.947142857,4.371428571
2021-06-18 13:22:39 CET,18-06-2021,151,25.25,-3,8.543,8.40641,0.59567,173,6.947142857,4.371428571
2021-06-18 13:22:58 CET,18-06-2021,152,25.25,-4,6.204,8.40641,0.59801,171,6.947142857,4.371428571
2021-06-18 13:23:18 CET,18-06-2021,153,25.3125,-3,7.043,8.40187,0.00097,175,6.947142857,4.371428571
2021-06-18 13:24:14 CET,18-06-2021,154,25.25,-2,6.972,8.42911,0.00264,170,6.947142857,4.371428571
2021-06-18 13:24:34 CET,18-06-2021,155,25.25,-1,8.123,8.40641,0.00257,163,6.947142857,4.371428571
2021-06-18 13:24:53 CET,18-06-2021,156,25.25,2,9.087,8.40641,0.61948,172,6.947142857,4.371428571
2021-06-18 13:25:13 CET,18-06-2021,157,25.25,0,8.453,8.42003,0.00093,161,6.947142857,4.371428571
2021-06-18 13:25:33 CET,18-06-2021,158,25.25,0,13.524,8.40641,0.00091,170,6.947142857,4.371428571
2021-06-18 13:25:52 CET,18-06-2021,159,25.25,0,8.096,8.40641,0.0014,169,6.947142857,4.371428571
2021-06-18 13:26:12 CET,18-06-2021,160,25.3125,-1,7.945,8.40641,0.00108,169,6.947142857,4.371428571
2021-06-18 13:26:31 CET,18-06-2021,161,25.3125,0,7.427,8.40641,0.00183,169,6.947142857,4.371428571
2021-06-18 13:26:51 CET,18-06-2021,162,25.3125,-1,14.122,8.40641,0.00093,157,6.947142857,4.371428571
2021-06-18 13:27:11 CET,18-06-2021,163,25.3125,-2,8.498,8.40641,0.00091,166,6.947142857,4.371428571
2021-06-18 13:27:30 CET,18-06-2021,164,25.3125,1,6.918,8.40641,0.00091,161,6.947142857,4.371428571
2021-06-18 13:27:50 CET,18-06-2021,165,25.3125,1,5.329,8.40641,0.00388,167,6.947142857,4.371428571
2021-06-18 13:28:09 CET,18-06-2021,166,25.3125,2,5.749,8.40641,0.00073,169,6.947142857,4.371428571
2021-06-18 13:28:29 CET,18-06-2021,167,25.3125,2,8.587,8.40641,0.00156,166,6.947142857,4.371428571
2021-06-18 13:28:48 CET,18-06-2021,168,25.3125,3,6.659,8.40641,0.00257,166,6.947142857,4.371428571
2021-06-18 13:29:08 CET,18-06-2021,169,25.3125,5,7.186,8.40641,0.00144,165,6.947142857,4.371428571
2021-06-18 13:29:28 CET,18-06-2021,170,25.25,6,5.4,8.40641,0.00088,166,6.947142857,4.371428571
2021-06-18 13:29:47 CET,18-06-2021,171,25.25,7,6.731,8.40641,0.0027,163,6.947142857,4.371428571
2021-06-18 13:30:07 CET,18-06-2021,172,25.3125,8,7.284,8.41095,0.00093,164,6.947142857,4.371428571
2021-06-18 13:30:26 CET,18-06-2021,173,25.375,9,7.284,8.40641,0.001,176,6.947142857,4.371428571
2021-06-18 13:30:46 CET,18-06-2021,174,25.3125,10,7.855,8.40641,0.00091,157,6.947142857,4.371428571
2021-06-18 13:31:05 CET,18-06-2021,175,25.3125,10,6.945,8.40641,0.00091,163,6.947142857,4.371428571
2021-06-18 13:31:25 CET,18-06-2021,176,25.3125,10,6.784,8.17944,0.00089,156,6.947142857,4.371428571
2021-06-18 13:32:21 CET,18-06-2021,177,25.375,10,10.757,8.39733,0.00091,161,6.947142857,4.371428571
2021-06-18 13:32:41 CET,18-06-2021,178,25.3125,11,7.418,8.40641,0.0009,162,6.947142857,4.371428571
2021-06-18 13:33:01 CET,18-06-2021,179,25.3125,12,6.811,8.40641,0.00087,163,6.947142857,4.371428571
2021-06-18 13:33:21 CET,18-06-2021,180,25.3125,12,6.614,8.40641,0.00089,154,6.947142857,4.371428571
2021-06-18 13:33:40 CET,18-06-2021,181,25.3125,13,14.711,8.40641,0.00089,156,6.947142857,4.371428571
2021-06-18 13:34:00 CET,18-06-2021,182,25.3125,13,0.169,8.40641,0.00088,163,6.947142857,4.371428571
2021-06-18 13:34:20 CET,18-06-2021,183,25.3125,12,7.668,8.40641,0.00088,162,6.947142857,4.371428571
2021-06-18 13:34:39 CET,18-06-2021,184,25.375,14,6.472,8.4518,0.00079,163,6.947142857,4.371428571
2021-06-18 13:34:59 CET,18-06-2021,185,25.3125,14,5.481,8.40187,0.00087,161,6.947142857,4.371428571
2021-06-18 13:35:19 CET,18-06-2021,186,25.25,15,9.748,8.40641,0.00088,148,6.947142857,4.371428571
2021-06-18 13:35:38 CET,18-06-2021,187,25.3125,14,8.248,8.41095,0.00091,162,6.947142857,4.371428571
2021-06-18 13:35:58 CET,18-06-2021,188,25.3125,15,6.918,8.40641,0.00093,174,6.947142857,4.371428571
2021-06-18 13:36:17 CET,18-06-2021,189,25.3125,18,3.169,8.40641,0.00092,160,6.947142857,4.371428571
2021-06-18 13:36:37 CET,18-06-2021,190,25.3125,20,7.079,8.39733,0.00188,162,6.947142857,4.371428571
2021-06-18 13:36:57 CET,18-06-2021,191,25.3125,21,6.891,8.40641,0.00108,154,6.947142857,4.371428571
2021-06-18 13:37:16 CET,18-06-2021,192,25.25,22,5.168,8.41095,0.00093,150,6.947142857,4.371428571
2021-06-18 13:37:36 CET,18-06-2021,193,25.25,23,13.372,8.42003,0.0009,160,6.947142857,4.371428571
2021-06-18 13:37:55 CET,18-06-2021,194,25.25,24,7.846,8.48358,0.0009,160,6.947142857,4.371428571
2021-06-18 13:38:15 CET,18-06-2021,195,25.3125,26,13.444,8.3474,0.00091,154,6.947142857,4.371428571
2021-06-18 13:38:34 CET,18-06-2021,196,25.25,25,8.007,8.42911,0.00095,160,6.947142857,4.371428571
2021-06-18 13:38:54 CET,18-06-2021,197,25.3125,26,6.561,8.40641,0.00091,171,6.947142857,4.371428571
2021-06-18 13:39:13 CET,18-06-2021,198,25.3125,27,10.685,8.40641,0.00104,160,6.947142857,4.371428571
2021-06-18 13:39:33 CET,18-06-2021,199,25.3125,27,6.382,8.40641,0.00097,160,6.947142857,4.371428571
2021-06-18 13:39:52 CET,18-06-2021,200,25.3125,27,6.829,8.40641,0.00266,158,6.947142857,4.371428571
2021-06-18 13:40:12 CET,18-06-2021,201,25.25,27,4.82,8.40641,0.00092,159,6.947142857,4.371428571
2021-06-18 13:40:31 CET,18-06-2021,202,25.25,27,13.185,8.40641,0.00098,158,6.947142857,4.371428571
2021-06-18 13:40:51 CET,18-06-2021,203,25.3125,27,2.392,8.40641,0.00076,159,6.947142857,4.371428571
2021-06-18 13:41:10 CET,18-06-2021,204,25.25,27,14.327,8.40641,0.00106,157,6.947142857,4.371428571
2021-06-18 13:41:30 CET,18-06-2021,205,25.3125,27,6.686,8.40641,0.0009,150,6.947142857,4.371428571
2021-06-18 13:41:49 CET,18-06-2021,206,25.3125,25,6.597,8.40641,0.00202,159,6.947142857,4.371428571
2021-06-18 13:42:46 CET,18-06-2021,207,25.3125,26,8.221,8.42003,0.00072,154,6.947142857,4.371428571
2021-06-18 13:43:05 CET,18-06-2021,208,25.3125,27,6.793,8.40641,0.00097,159,6.947142857,4.371428571
2021-06-18 13:43:25 CET,18-06-2021,209,25.3125,27,6.222,8.40641,0.00097,160,6.947142857,4.371428571
2021-06-18 13:43:44 CET,18-06-2021,210,25.375,28,6.516,8.41549,0.00099,159,6.947142857,4.371428571
2021-06-18 13:44:04 CET,18-06-2021,211,25.3125,29,5.4,8.35647,0.00093,149,6.947142857,4.371428571
2021-06-18 13:44:23 CET,18-06-2021,212,25.3125,28,8.9,8.40641,0.00155,148,6.947142857,4.371428571
2021-06-18 13:44:43 CET,18-06-2021,213,25.3125,28,5.043,8.41095,0.0019,157,6.947142857,4.371428571
2021-06-18 13:45:02 CET,18-06-2021,214,25.3125,29,9.248,8.41095,0.00095,156,6.947142857,4.371428571
2021-06-18 13:45:22 CET,18-06-2021,215,25.25,29,8.909,8.41095,0.00096,147,6.947142857,4.371428571
2021-06-18 13:45:41 CET,18-06-2021,216,25.3125,28,7.382,8.40641,0.00118,146,6.947142857,4.371428571
2021-06-18 13:46:01 CET,18-06-2021,217,25.3125,26,5.695,8.41095,0.00103,155,6.947142857,4.371428571
2021-06-18 13:46:20 CET,18-06-2021,218,25.3125,28,8.212,8.39279,0.00166,155,6.947142857,4.371428571
2021-06-18 13:46:40 CET,18-06-2021,219,25.3125,26,6.659,8.40641,0.00101,154,6.947142857,4.371428571
2021-06-18 13:47:00 CET,18-06-2021,220,25.3125,26,9.177,8.42911,0.001,159,6.947142857,4.371428571
2021-06-18 13:47:19 CET,18-06-2021,221,25.3125,27,9.48,8.41095,0.00105,148,6.947142857,4.371428571
2021-06-18 13:47:39 CET,18-06-2021,222,25.3125,26,7.177,8.40641,0.00144,158,6.947142857,4.371428571
2021-06-18 13:47:58 CET,18-06-2021,223,25.3125,28,4.811,8.40641,0.00116,155,6.947142857,4.371428571
2021-06-18 13:48:18 CET,18-06-2021,224,25.25,27,5.954,8.44726,0.001,155,6.947142857,4.371428571
2021-06-18 13:48:37 CET,18-06-2021,225,25.25,27,7.48,8.40641,0.001,157,6.947142857,4.371428571
2021-06-18 13:48:57 CET,18-06-2021,226,25.3125,29,6.123,8.40641,0.00075,160,6.947142857,4.371428571
2021-06-18 13:49:16 CET,18-06-2021,227,25.25,29,7.659,8.40641,0.00106,154,6.947142857,4.371428571
2021-06-18 13:49:36 CET,18-06-2021,228,25.25,29,5.936,8.42911,0.00097,146,6.947142857,4.371428571
2021-06-18 13:49:55 CET,18-06-2021,229,25.25,30,6.106,8.41549,0.00093,155,6.947142857,4.371428571
2021-06-18 13:50:15 CET,18-06-2021,230,25.25,29,10.462,8.40187,0.00212,144,6.947142857,4.371428571
2021-06-18 13:51:11 CET,18-06-2021,231,25.1875,28,14.033,8.41549,0.00141,158,6.947142857,4.371428571
2021-06-18 13:51:30 CET,18-06-2021,232,25.25,30,6.739,8.41549,0.00101,146,6.947142857,4.371428571
