created_at,entry_id,Temperature (C),Turbidity(NTU),Dissolved Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml),Population,Fish_Length(cm),Fish_Weight(g)
2021-06-19 20:11:14 CET,5217,26.25,100,10.257,8.39733,0.45842,211,50,7.11,2.91
2021-06-19 20:11:35 CET,5218,26.1875,100,17.545,8.40187,0.45842,211,50,7.11,2.91
2021-06-19 20:11:54 CET,5219,26.25,100,10.173,8.38371,0.45842,211,50,7.11,2.91
2021-06-19 20:12:51 CET,5220,26.25,100,18.314,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 20:13:11 CET,5221,26.25,100,34.815,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:13:31 CET,5222,26.25,100,15.755,8.39733,0.45842,209,50,7.11,2.91
2021-06-19 20:13:51 CET,5223,26.1875,100,9.952,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 20:14:11 CET,5224,26.1875,100,12.077,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:14:31 CET,5225,26.1875,100,11.3,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:14:51 CET,5226,26.1875,100,8.612,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:15:11 CET,5227,26.25,100,9.686,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 20:15:31 CET,5228,26.1875,100,11.993,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:15:51 CET,5229,26.1875,100,27.657,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 20:16:31 CET,5231,26.1875,100,34.815,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:17:11 CET,5233,26.1875,100,8.924,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:17:31 CET,5234,26.1875,100,10.028,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:17:51 CET,5235,26.1875,100,9.435,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:18:11 CET,5236,26.25,100,10.569,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 20:18:30 CET,5237,26.1875,100,8.978,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:18:50 CET,5238,26.1875,100,6.381,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:19:10 CET,5239,26.25,100,23.697,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:19:29 CET,5240,26.25,100,25.609,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:19:49 CET,5241,26.1875,100,8.3,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:20:09 CET,5242,26.1875,100,9.823,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:20:29 CET,5243,26.1875,100,7.889,8.39279,0.45842,206,50,7.11,2.91
2021-06-19 20:21:09 CET,5245,26.1875,100,9.815,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 20:21:30 CET,5246,26.1875,100,2.962,8.40187,0.45842,209,50,7.11,2.91
2021-06-19 20:22:26 CET,5247,26.25,100,8.643,8.40187,0.45842,209,50,7.11,2.91
2021-06-19 20:22:46 CET,5248,26.25,100,4.812,8.40641,0.45842,210,50,7.11,2.91
2021-06-19 20:23:06 CET,5249,26.1875,100,0.548,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:23:27 CET,5250,26.1875,100,9.023,8.40187,0.45842,210,50,7.11,2.91
2021-06-19 20:23:47 CET,5251,26.25,100,28.495,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:24:07 CET,5252,26.1875,100,1.523,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:24:27 CET,5253,26.125,100,10.691,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:24:47 CET,5254,26.1875,100,8.17,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:25:08 CET,5255,26.1875,100,0.875,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 20:25:27 CET,5256,26.1875,100,8.178,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 20:25:47 CET,5257,26.1875,100,10.211,8.40641,0.45842,209,50,7.11,2.91
2021-06-19 20:26:08 CET,5258,26.1875,100,8.802,8.40187,0.45842,209,50,7.11,2.91
2021-06-19 20:26:28 CET,5259,26.1875,100,3.959,8.40187,0.45842,212,50,7.11,2.91
2021-06-19 20:26:48 CET,5260,26.1875,100,10.455,8.39733,0.45842,209,50,7.11,2.91
2021-06-19 20:27:08 CET,5261,26.1875,100,9.564,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:27:29 CET,5262,26.1875,100,8.764,8.40187,0.45842,210,50,7.11,2.91
2021-06-19 20:27:49 CET,5263,26.1875,100,7.043,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 20:28:10 CET,5264,26.1875,100,34.587,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 20:28:31 CET,5265,26.1875,100,19.334,8.40187,0.45842,209,50,7.11,2.91
2021-06-19 20:28:52 CET,5266,26.1875,100,28.206,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 20:29:11 CET,5267,26.1875,100,6.092,8.39733,0.45842,209,50,7.11,2.91
2021-06-19 20:29:31 CET,5268,26.1875,100,12.739,8.40187,0.45842,210,50,7.11,2.91
2021-06-19 20:29:51 CET,5269,26.1875,100,27.878,8.39733,0.45842,212,50,7.11,2.91
2021-06-19 20:30:11 CET,5270,26.1875,100,34.823,8.39733,0.45842,211,50,7.11,2.91
2021-06-19 20:30:32 CET,5271,26.1875,100,34.823,8.39733,0.45842,213,50,7.11,2.91
2021-06-19 20:30:52 CET,5272,26.1875,100,9.077,8.40641,0.45842,215,50,7.11,2.91
2021-06-19 20:31:13 CET,5273,26.1875,100,9.115,8.39733,0.45842,214,50,7.11,2.91
2021-06-19 20:31:33 CET,5274,26.1875,100,9.541,8.39279,0.45842,214,50,7.11,2.91
2021-06-19 20:31:53 CET,5275,26.1875,100,8.178,8.40187,0.45842,214,50,7.11,2.91
2021-06-19 20:32:14 CET,5276,26.1875,100,7.889,8.39733,0.45842,213,50,7.11,2.91
2021-06-19 20:32:35 CET,5277,26.1875,100,10.31,8.40187,0.45842,213,50,7.11,2.91
2021-06-19 20:32:56 CET,5278,26.1875,100,9.023,8.39279,0.45842,215,50,7.11,2.91
2021-06-19 20:33:16 CET,5279,26.1875,100,34.808,8.40187,0.45842,212,50,7.11,2.91
2021-06-19 20:33:36 CET,5280,26.1875,100,9.77,8.39279,0.45842,211,50,7.11,2.91
2021-06-19 20:33:57 CET,5281,26.1875,100,9.846,8.39733,0.45842,214,50,7.11,2.91
2021-06-19 20:34:17 CET,5282,26.1875,100,10.478,8.39733,0.45842,211,50,7.11,2.91
2021-06-19 20:34:37 CET,5283,26.1875,100,8.391,8.39733,0.45842,213,50,7.11,2.91
2021-06-19 20:34:58 CET,5284,26.1875,100,10.028,8.39733,0.45842,211,50,7.11,2.91
2021-06-19 20:35:18 CET,5285,26.1875,100,0.426,8.40641,0.45842,214,50,7.11,2.91
2021-06-19 20:35:38 CET,5286,26.1875,100,8.505,8.40187,0.45842,214,50,7.11,2.91
2021-06-19 20:36:39 CET,5289,26.1875,100,8.94,8.40641,0.45842,214,50,7.11,2.91
2021-06-19 20:36:59 CET,5290,26.1875,100,0.319,8.38371,0.45842,218,50,7.11,2.91
2021-06-19 20:38:33 CET,5291,26.1875,100,10.211,8.39733,0.45842,218,50,7.11,2.91
2021-06-19 20:38:54 CET,5292,26.1875,100,8.772,8.40187,0.45842,218,50,7.11,2.91
2021-06-19 20:39:14 CET,5293,26.1875,100,0.959,8.40641,0.45842,219,50,7.11,2.91
2021-06-19 20:39:35 CET,5294,26.1875,100,11.156,8.40187,0.45842,217,50,7.11,2.91
2021-06-19 20:41:09 CET,5295,26.1875,100,8.688,8.39733,0.45842,215,50,7.11,2.91
2021-06-19 20:41:30 CET,5296,26.1875,100,28.411,8.39279,0.45842,210,50,7.11,2.91
2021-06-19 20:41:50 CET,5297,26.1875,100,6.282,8.40187,0.45842,215,50,7.11,2.91
2021-06-19 20:42:11 CET,5298,26.1875,100,10.394,8.38825,0.45842,217,50,7.11,2.91
2021-06-19 20:42:31 CET,5299,26.1875,100,8.909,8.39733,0.45842,215,50,7.11,2.91
2021-06-19 20:43:12 CET,5301,26.1875,100,34.823,8.40641,0.45842,213,50,7.11,2.91
2021-06-19 20:43:32 CET,5302,26.1875,100,15.831,8.40187,0.45842,215,50,7.11,2.91
2021-06-19 20:43:52 CET,5303,26.1875,100,17.857,8.40187,0.45842,218,50,7.11,2.91
2021-06-19 20:44:34 CET,5305,26.1875,100,9.495,8.40641,0.45842,217,50,7.11,2.91
2021-06-19 20:44:54 CET,5306,26.1875,100,8.97,8.40187,0.45842,214,50,7.11,2.91
2021-06-19 20:45:14 CET,5307,26.25,100,7.881,8.39733,0.45842,215,50,7.11,2.91
2021-06-19 20:45:35 CET,5308,26.1875,100,8.544,8.40187,0.45842,213,50,7.11,2.91
2021-06-19 20:45:56 CET,5309,26.1875,100,8.521,8.40187,0.45842,215,50,7.11,2.91
2021-06-19 20:46:16 CET,5310,26.1875,100,7.424,8.39279,0.45842,214,50,7.11,2.91
2021-06-19 20:46:37 CET,5311,26.1875,100,7.881,8.40187,0.45842,214,50,7.11,2.91
2021-06-19 20:47:19 CET,5313,26.125,100,8.924,8.40187,0.45842,213,50,7.11,2.91
2021-06-19 20:47:40 CET,5314,26.1875,100,7.5,8.39279,0.45842,212,50,7.11,2.91
2021-06-19 20:48:00 CET,5315,26.1875,100,12.26,8.40187,0.45842,214,50,7.11,2.91
2021-06-19 20:48:21 CET,5316,26.1875,100,13.212,8.40187,0.45842,215,50,7.11,2.91
2021-06-19 20:48:41 CET,5317,26.1875,100,13.074,8.39733,0.45842,213,50,7.11,2.91
2021-06-19 20:49:01 CET,5318,26.125,100,8.018,8.40187,0.45842,212,50,7.11,2.91
2021-06-19 20:49:22 CET,5319,26.1875,100,34.183,8.39733,0.45842,209,50,7.11,2.91
2021-06-19 20:49:43 CET,5320,26.1875,100,8.178,8.39279,0.45842,217,50,7.11,2.91
2021-06-19 20:51:06 CET,5324,26.1875,100,9.511,8.39733,0.45842,211,50,7.11,2.91
2021-06-19 20:51:27 CET,5325,26.1875,100,15.557,8.39733,0.45842,214,50,7.11,2.91
2021-06-19 20:51:47 CET,5326,26.1875,100,8.445,8.41095,0.45842,210,50,7.11,2.91
2021-06-19 20:52:48 CET,5329,26.125,100,3.632,8.40641,0.45842,211,50,7.11,2.91
2021-06-19 20:53:09 CET,5330,26.1875,100,9.282,8.40187,0.45842,211,50,7.11,2.91
2021-06-19 20:53:50 CET,5332,26.125,100,9.054,8.41549,0.45842,211,50,7.11,2.91
2021-06-19 20:54:11 CET,5333,26.1875,100,19.608,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 20:54:32 CET,5334,26.125,100,16.463,8.39279,0.45842,210,50,7.11,2.91
2021-06-19 20:54:52 CET,5335,26.125,100,8.505,8.40187,0.45842,210,50,7.11,2.91
2021-06-19 20:55:13 CET,5336,26.1875,100,6.449,8.39733,0.45842,205,50,7.11,2.91
2021-06-19 20:55:34 CET,5337,26.1875,100,8.879,8.40641,0.45842,209,50,7.11,2.91
2021-06-19 20:55:55 CET,5338,26.125,100,8.932,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 20:56:16 CET,5339,26.125,100,8.307,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 20:56:58 CET,5341,26.1875,100,11.749,8.39733,0.45842,209,50,7.11,2.91
2021-06-19 20:57:18 CET,5342,26.125,100,9.374,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 20:57:39 CET,5343,26.1875,100,10.028,8.40187,0.45842,209,50,7.11,2.91
2021-06-19 20:58:00 CET,5344,26.1875,100,17.057,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 20:58:40 CET,5346,26.1875,100,11.14,8.39733,0.45842,209,50,7.11,2.91
2021-06-19 20:59:01 CET,5347,26.1875,100,9.663,8.40187,0.45842,209,50,7.11,2.91
2021-06-19 20:59:22 CET,5348,26.1875,100,9.792,8.40187,0.45842,210,50,7.11,2.91
2021-06-19 20:59:43 CET,5349,26.1875,100,14.811,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:00:04 CET,5350,26.1875,100,11.072,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:00:46 CET,5352,26.1875,100,34.823,8.40641,0.45842,209,50,7.11,2.91
2021-06-19 21:01:06 CET,5353,26.1875,100,8.894,8.36101,0.45842,208,50,7.11,2.91
2021-06-19 21:01:47 CET,5355,26.125,100,9.313,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:02:07 CET,5356,26.1875,100,9.945,8.39279,0.45842,210,50,7.11,2.91
2021-06-19 21:02:29 CET,5357,26.1875,100,9.64,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:02:50 CET,5358,26.125,100,9.32,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 21:03:11 CET,5359,26.1875,100,15.763,8.40641,0.45842,209,50,7.11,2.91
2021-06-19 21:03:31 CET,5360,26.1875,100,9.914,8.38371,0.45842,208,50,7.11,2.91
2021-06-19 21:04:13 CET,5362,26.125,100,7.744,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:04:34 CET,5363,26.1875,100,9.237,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:04:55 CET,5364,26.1875,100,32.272,8.35647,0.45842,208,50,7.11,2.91
2021-06-19 21:05:17 CET,5365,26.1875,100,34.762,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:05:37 CET,5366,26.125,100,33.711,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:05:57 CET,5367,26.1875,100,8.49,8.40187,0.45842,209,50,7.11,2.91
2021-06-19 21:06:18 CET,5368,26.1875,100,8.909,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 21:06:40 CET,5369,26.125,100,9.229,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 21:07:00 CET,5370,26.125,100,8.178,8.38371,0.45842,209,50,7.11,2.91
2021-06-19 21:07:21 CET,5371,26.125,100,21.596,8.39733,0.45842,209,50,7.11,2.91
2021-06-19 21:08:19 CET,5372,26.1875,100,26.028,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:08:40 CET,5373,26.1875,100,25.944,8.38825,0.45842,208,50,7.11,2.91
2021-06-19 21:09:01 CET,5374,26.1875,100,8.597,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 21:09:22 CET,5375,26.125,100,8.574,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:09:43 CET,5376,26.1875,100,32.424,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 21:10:26 CET,5378,26.1875,100,18.367,8.40187,0.45842,209,50,7.11,2.91
2021-06-19 21:10:47 CET,5379,26.1875,100,17.72,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:11:07 CET,5380,26.1875,100,9.115,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:11:28 CET,5381,26.1875,100,9.366,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:12:09 CET,5383,26.125,100,9.358,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 21:12:30 CET,5384,26.1875,100,9.686,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:13:33 CET,5387,26.125,100,8.673,8.39733,0.45842,210,50,7.11,2.91
2021-06-19 21:14:14 CET,5389,26.1875,100,7.599,8.39733,0.45842,210,50,7.11,2.91
2021-06-19 21:14:35 CET,5390,26.125,100,34.343,8.40187,0.45842,211,50,7.11,2.91
2021-06-19 21:15:33 CET,5391,26.125,100,9.221,8.39733,0.45842,211,50,7.11,2.91
2021-06-19 21:16:15 CET,5393,26.125,100,19.159,8.40187,0.45842,211,50,7.11,2.91
2021-06-19 21:16:37 CET,5394,26.125,100,10.988,8.40187,0.45842,213,50,7.11,2.91
2021-06-19 21:16:57 CET,5395,26.125,100,9.107,8.40187,0.45842,213,50,7.11,2.91
2021-06-19 21:17:38 CET,5397,26.125,100,19.738,8.39733,0.45842,210,50,7.11,2.91
2021-06-19 21:17:58 CET,5398,26.125,100,29.34,8.38371,0.45842,210,50,7.11,2.91
2021-06-19 21:18:18 CET,5399,26.125,100,4.165,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:18:39 CET,5400,26.125,100,5.825,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:19:21 CET,5402,26.1875,100,2.535,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:19:42 CET,5403,26.125,100,12.145,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:20:03 CET,5404,26.125,100,27.992,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:20:24 CET,5405,26.125,100,9.358,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:20:45 CET,5406,26.125,100,0.434,8.37463,0.45842,208,50,7.11,2.91
2021-06-19 21:21:28 CET,5408,26.125,100,16.105,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:21:49 CET,5409,26.125,100,8.3,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:22:09 CET,5410,26.125,100,11.696,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:22:31 CET,5411,26.125,100,32.28,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:22:52 CET,5412,26.125,100,9.313,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:23:13 CET,5413,26.125,100,16.372,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:23:34 CET,5414,26.125,100,10.737,8.41095,0.45842,208,50,7.11,2.91
2021-06-19 21:23:55 CET,5415,26.125,100,9.846,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:24:16 CET,5416,26.125,100,0.342,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:24:38 CET,5417,26.125,100,8.643,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:24:59 CET,5418,26.125,100,9.351,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:25:20 CET,5419,26.125,100,17.232,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:27:17 CET,5421,26.125,100,8.33,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:27:38 CET,5422,26.125,100,8.338,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:27:59 CET,5423,26.125,100,8.528,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:29:18 CET,5425,26.125,100,8.475,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:30:01 CET,5427,26.125,100,9.427,8.38371,0.45842,208,50,7.11,2.91
2021-06-19 21:30:22 CET,5428,26.125,100,9.473,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:31:04 CET,5430,26.125,100,27.421,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 21:31:45 CET,5432,26.125,100,8.604,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:32:06 CET,5433,26.125,100,8.94,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:32:27 CET,5434,26.125,100,8.612,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:32:49 CET,5435,26.125,100,10.143,8.40641,0.45842,202,50,7.11,2.91
2021-06-19 21:33:31 CET,5437,26.125,100,8.17,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:33:53 CET,5438,26.125,100,8.81,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:34:14 CET,5439,26.125,100,17.986,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:34:36 CET,5440,26.0625,100,20.872,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:35:35 CET,5441,26.125,100,9.709,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:35:55 CET,5442,26.125,100,15.321,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:36:16 CET,5443,26.125,100,34.77,8.39733,0.45842,207,50,7.11,2.91
2021-06-19 21:36:37 CET,5444,26.125,100,8.635,8.38371,0.45842,208,50,7.11,2.91
2021-06-19 21:37:18 CET,5446,26.0625,100,13.448,8.40641,0.45842,205,50,7.11,2.91
2021-06-19 21:38:01 CET,5448,26.125,100,9.061,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:38:22 CET,5449,26.125,100,18.39,8.38825,0.45842,208,50,7.11,2.91
2021-06-19 21:40:04 CET,5452,26.125,100,6.96,8.40187,0.45842,207,50,7.11,2.91
2021-06-19 21:40:25 CET,5453,26.125,100,7.31,8.39733,0.45842,207,50,7.11,2.91
2021-06-19 21:41:08 CET,5455,26.125,100,9.092,8.39733,0.45842,206,50,7.11,2.91
2021-06-19 21:41:51 CET,5457,26.125,100,9.351,8.39733,0.45842,207,50,7.11,2.91
2021-06-19 21:42:12 CET,5458,26.0625,100,8.422,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:42:33 CET,5459,26.0625,100,9.115,8.40187,0.45842,206,50,7.11,2.91
2021-06-19 21:42:54 CET,5460,26.125,100,6.998,8.39279,0.45842,207,50,7.11,2.91
2021-06-19 21:43:15 CET,5461,26.125,100,16.608,8.37009,0.45842,208,50,7.11,2.91
2021-06-19 21:43:37 CET,5462,26.125,100,34.351,8.39733,0.45842,206,50,7.11,2.91
2021-06-19 21:43:58 CET,5463,26.125,100,18.953,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:44:19 CET,5464,26.125,100,29.492,8.40187,0.45842,205,50,7.11,2.91
2021-06-19 21:44:40 CET,5465,26.0625,100,0.19,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:45:23 CET,5467,26.125,100,8.307,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:46:21 CET,5468,26.125,100,4.165,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:47:19 CET,5469,26.125,100,5.665,8.40641,0.45842,207,50,7.11,2.91
2021-06-19 21:47:41 CET,5470,26.0625,100,9.914,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:48:02 CET,5471,26.0625,100,9.275,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:48:45 CET,5473,26.0625,100,9.069,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:49:07 CET,5474,26.0625,100,8.802,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:49:29 CET,5475,26.0625,100,16.06,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:49:51 CET,5476,26.125,100,8.079,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:50:11 CET,5477,26.0625,100,13.234,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:50:32 CET,5478,26.0625,100,1.53,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 21:50:53 CET,5479,26.0625,100,34.815,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:51:14 CET,5480,26.0625,100,8.566,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:52:18 CET,5483,26.0625,100,7.912,8.41549,0.45842,208,50,7.11,2.91
2021-06-19 21:52:39 CET,5484,26.0625,100,14.499,8.40187,0.45842,207,50,7.11,2.91
2021-06-19 21:53:00 CET,5485,26.0625,100,9.792,8.40641,0.45842,207,50,7.11,2.91
2021-06-19 21:53:21 CET,5486,26.0625,100,8.856,8.39733,0.45842,206,50,7.11,2.91
2021-06-19 21:53:43 CET,5487,26.0625,100,17.232,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:54:05 CET,5488,26.125,100,8.094,8.39733,0.45842,207,50,7.11,2.91
2021-06-19 21:54:27 CET,5489,26.0625,100,34.808,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:54:47 CET,5490,26.0625,100,14.917,8.40187,0.45842,208,50,7.11,2.91
2021-06-19 21:55:08 CET,5491,26.125,100,20.888,8.39733,0.45842,208,50,7.11,2.91
2021-06-19 21:56:06 CET,5492,26.0625,100,7.965,8.39279,0.45842,206,50,7.11,2.91
2021-06-19 21:57:05 CET,5493,26.125,100,17.994,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 21:57:48 CET,5495,26.0625,100,9.427,8.39279,0.45842,205,50,7.11,2.91
2021-06-19 21:58:08 CET,5496,26.0625,100,10.295,8.31562,0.45842,207,50,7.11,2.91
2021-06-19 21:58:29 CET,5497,26.0625,100,18.443,8.39279,0.45842,207,50,7.11,2.91
2021-06-19 21:59:27 CET,5498,26.0625,100,8.475,8.40187,0.45842,205,50,7.11,2.91
2021-06-19 21:59:49 CET,5499,26.0625,100,9.495,8.39733,0.45842,197,50,7.11,2.91
2021-06-19 22:00:32 CET,5501,26.0625,100,7.714,8.39733,0.45842,203,50,7.11,2.91
2021-06-19 22:00:53 CET,5502,26.0625,100,8.094,8.39733,0.45842,205,50,7.11,2.91
2021-06-19 22:01:14 CET,5503,26.0625,100,8.445,8.40187,0.45842,198,50,7.11,2.91
2021-06-19 22:01:36 CET,5504,26.0625,100,26.911,8.40187,0.45842,206,50,7.11,2.91
2021-06-19 22:01:57 CET,5505,26.0625,100,11.536,8.39733,0.45842,203,50,7.11,2.91
2021-06-19 22:02:17 CET,5506,26.0625,100,8.186,8.39733,0.45842,204,50,7.11,2.91
2021-06-19 22:02:39 CET,5507,26.0625,100,9.351,8.39279,0.45842,204,50,7.11,2.91
2021-06-19 22:03:00 CET,5508,26.0625,100,9.328,8.39733,0.45842,205,50,7.11,2.91
2021-06-19 22:03:22 CET,5509,26.0625,100,15.024,8.36555,0.45842,205,50,7.11,2.91
2021-06-19 22:03:42 CET,5510,26.0625,100,9.191,8.39733,0.45842,203,50,7.11,2.91
2021-06-19 22:04:04 CET,5511,26.0625,100,8.11,8.39733,0.45842,203,50,7.11,2.91
2021-06-19 22:04:46 CET,5513,26.0625,100,9.404,8.39733,0.45842,203,50,7.11,2.91
2021-06-19 22:05:08 CET,5514,26.0625,100,7.599,8.40187,0.45842,195,50,7.11,2.91
2021-06-19 22:05:29 CET,5515,26.0625,100,14.529,8.39733,0.45842,199,50,7.11,2.91
2021-06-19 22:05:51 CET,5516,26.0625,100,21.421,8.40641,0.45842,203,50,7.11,2.91
2021-06-19 22:06:55 CET,5519,26.0625,100,9.914,8.39733,0.45842,202,50,7.11,2.91
2021-06-19 22:07:16 CET,5520,26.0625,100,9.366,8.39733,0.45842,201,50,7.11,2.91
2021-06-19 22:07:58 CET,5522,26.0625,100,9.861,8.39279,0.45842,203,50,7.11,2.91
2021-06-19 22:08:40 CET,5524,26.0625,100,7.477,8.38825,0.45842,199,50,7.11,2.91
2021-06-19 22:09:01 CET,5525,26.0625,100,8.247,8.40187,0.45842,202,50,7.11,2.91
2021-06-19 22:09:22 CET,5526,26.0625,100,21.71,8.39279,0.45842,202,50,7.11,2.91
2021-06-19 22:10:04 CET,5528,26.0625,100,9.663,8.39279,0.45842,202,50,7.11,2.91
2021-06-19 22:10:25 CET,5529,26.0625,100,8.475,8.41095,0.45842,202,50,7.11,2.91
2021-06-19 22:10:45 CET,5530,26.0625,100,8.688,8.39279,0.45842,202,50,7.11,2.91
2021-06-19 22:11:06 CET,5531,26.0625,100,23.972,8.40187,0.45842,199,50,7.11,2.91
2021-06-19 22:11:28 CET,5532,26.125,100,8.574,8.40641,0.45842,199,50,7.11,2.91
2021-06-19 22:12:10 CET,5534,26.0625,100,8.429,8.39279,0.45842,199,50,7.11,2.91
2021-06-19 22:12:31 CET,5535,26.0625,100,12.046,8.40187,0.45842,202,50,7.11,2.91
2021-06-19 22:12:52 CET,5536,26.0625,100,7.919,8.39733,0.45842,201,50,7.11,2.91
2021-06-19 22:13:14 CET,5537,26.0625,100,9.495,8.40187,0.45842,193,50,7.11,2.91
2021-06-19 22:13:35 CET,5538,26.0625,100,9.32,8.40187,0.45842,198,50,7.11,2.91
