created_at,entry_id,Temperature(C),Turbidity(NTU),Dissolved Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml),Population,Fish_Length(cm),Fish_Weight(g)
2021-06-19 00:15:05 CET,1777,24.9375,81,17.682,8.48812,12.99564,682,75,6.94,3.07
2021-06-19 00:15:25 CET,1778,24.9375,81,9.829,8.51082,12.99564,667,75,6.94,3.07
2021-06-19 00:15:45 CET,1779,24.9375,81,14.681,8.51082,12.73754,677,75,6.94,3.07
2021-06-19 00:16:04 CET,1780,25,81,8.29,8.51536,12.99564,675,75,6.94,3.07
2021-06-19 00:16:43 CET,1782,24.875,81,3.372,8.51082,12.84011,672,75,6.94,3.07
2021-06-19 00:17:03 CET,1783,24.9375,81,4.775,8.5199,13.15318,678,75,6.94,3.07
2021-06-19 00:17:22 CET,1784,24.875,81,10.675,8.52444,13.10044,666,75,6.94,3.07
2021-06-19 00:17:42 CET,1785,24.9375,81,8.249,8.51082,12.48492,667,75,6.94,3.07
2021-06-19 00:18:02 CET,1786,24.9375,81,12.492,8.5199,12.48492,666,75,6.94,3.07
2021-06-19 00:18:21 CET,1787,24.9375,81,7.167,8.5199,12.89173,685,75,6.94,3.07
2021-06-19 00:18:41 CET,1788,24.9375,81,38.795,8.52897,12.84011,681,75,6.94,3.07
2021-06-19 00:19:00 CET,1789,24.875,81,25.534,8.52897,12.94358,677,75,6.94,3.07
2021-06-19 00:19:20 CET,1790,24.9375,81,10.007,8.52444,12.23766,677,75,6.94,3.07
2021-06-19 00:19:40 CET,1791,24.875,81,6.136,8.51082,12.73754,675,75,6.94,3.07
2021-06-19 00:19:59 CET,1792,24.9375,81,38.829,8.50174,12.04363,673,75,6.94,3.07
2021-06-19 00:20:19 CET,1793,24.9375,81,7.809,8.5199,12.23766,670,75,6.94,3.07
2021-06-19 00:21:34 CET,1795,24.9375,81,12.289,8.52444,13.15318,655,75,6.94,3.07
2021-06-19 00:22:13 CET,1797,25,81,12.358,8.5199,13.25935,666,75,6.94,3.07
2021-06-19 00:22:33 CET,1798,24.9375,81,38.795,8.5199,13.25935,656,75,6.94,3.07
2021-06-19 00:22:52 CET,1799,24.9375,81,1.005,8.52444,12.99564,667,75,6.94,3.07
2021-06-19 00:23:31 CET,1801,24.9375,81,9.686,8.5199,13.58341,671,75,6.94,3.07
2021-06-19 00:23:51 CET,1802,24.9375,81,9.922,8.51082,13.25935,665,75,6.94,3.07
2021-06-19 00:24:11 CET,1803,24.9375,81,6.423,8.5199,13.6933,668,75,6.94,3.07
2021-06-19 00:24:31 CET,1804,24.875,81,28.999,8.51536,13.25935,657,75,6.94,3.07
2021-06-19 00:24:50 CET,1805,24.9375,81,7.919,8.5199,13.20615,658,75,6.94,3.07
2021-06-19 00:25:10 CET,1806,24.875,81,12.593,8.5199,13.6933,669,75,6.94,3.07
2021-06-19 00:25:29 CET,1807,24.9375,81,11.706,8.52897,13.63824,675,75,6.94,3.07
2021-06-19 00:25:48 CET,1808,24.875,81,38.829,8.5199,13.6933,671,75,6.94,3.07
2021-06-19 00:26:08 CET,1809,24.875,81,8.967,8.50628,13.31278,671,75,6.94,3.07
2021-06-19 00:26:27 CET,1810,24.9375,81,6.144,8.5199,13.36644,670,75,6.94,3.07
2021-06-19 00:26:47 CET,1811,24.875,81,38.694,8.52444,11.75873,674,75,6.94,3.07
2021-06-19 00:27:06 CET,1812,24.9375,81,38.812,8.52444,13.31278,663,75,6.94,3.07
2021-06-19 00:27:46 CET,1814,24.875,81,8.655,8.52444,13.25935,675,75,6.94,3.07
2021-06-19 00:28:06 CET,1815,24.875,81,7.099,8.52897,12.99564,678,75,6.94,3.07
2021-06-19 00:28:45 CET,1817,24.9375,81,10.945,8.5199,12.94358,661,75,6.94,3.07
2021-06-19 00:29:04 CET,1818,24.875,81,19.228,8.5199,13.04793,672,75,6.94,3.07
2021-06-19 00:29:24 CET,1819,24.875,81,11.047,8.51082,13.15318,675,75,6.94,3.07
2021-06-19 00:29:43 CET,1820,24.9375,81,6.846,8.5199,13.25935,675,75,6.94,3.07
2021-06-19 00:30:22 CET,1822,24.9375,81,9.542,8.54713,13.10044,673,75,6.94,3.07
2021-06-19 00:30:42 CET,1823,24.9375,81,9.356,8.51082,13.04793,656,75,6.94,3.07
2021-06-19 00:31:01 CET,1824,24.9375,81,10.235,8.5199,12.73754,672,75,6.94,3.07
2021-06-19 00:31:21 CET,1825,24.9375,81,8.046,8.51082,13.10044,670,75,6.94,3.07
2021-06-19 00:31:40 CET,1826,24.9375,81,16.659,8.5199,12.99564,658,75,6.94,3.07
2021-06-19 00:31:59 CET,1827,24.875,81,26.075,8.51082,12.14024,669,75,6.94,3.07
2021-06-19 00:32:39 CET,1829,24.875,81,8.579,8.52897,12.89173,675,75,6.94,3.07
2021-06-19 00:32:58 CET,1830,24.8125,81,38.821,8.54259,12.99564,673,75,6.94,3.07
2021-06-19 00:33:17 CET,1831,24.875,81,12.247,8.51082,12.94358,673,75,6.94,3.07
2021-06-19 00:33:37 CET,1832,24.875,81,6.246,8.52444,13.04793,674,75,6.94,3.07
2021-06-19 00:33:56 CET,1833,24.875,81,18.949,8.5199,13.80417,675,75,6.94,3.07
2021-06-19 00:34:16 CET,1834,24.875,81,7.86,8.51082,12.73754,669,75,6.94,3.07
2021-06-19 00:34:35 CET,1835,24.875,81,20.454,8.5199,14.08554,666,75,6.94,3.07
2021-06-19 00:34:55 CET,1836,24.875,81,11.883,8.52897,12.73754,678,75,6.94,3.07
2021-06-19 00:35:34 CET,1838,24.875,81,8.426,8.52444,12.89173,672,75,6.94,3.07
2021-06-19 00:35:53 CET,1839,24.875,81,23.302,8.50174,11.66536,675,75,6.94,3.07
2021-06-19 00:36:13 CET,1840,24.875,81,30.318,8.5199,12.73754,672,75,6.94,3.07
2021-06-19 00:36:32 CET,1841,24.875,81,3.414,8.5199,13.10044,670,75,6.94,3.07
2021-06-19 00:36:52 CET,1842,24.875,81,38.795,8.5199,12.73754,670,75,6.94,3.07
2021-06-19 00:37:12 CET,1843,24.875,81,12.112,8.5199,12.99564,673,75,6.94,3.07
2021-06-19 00:37:31 CET,1844,24.875,81,6.499,8.51536,13.10044,670,75,6.94,3.07
2021-06-19 00:37:51 CET,1845,24.875,81,11.385,8.5199,13.10044,673,75,6.94,3.07
2021-06-19 00:38:10 CET,1846,24.875,81,3.059,8.52444,12.63584,673,75,6.94,3.07
2021-06-19 00:38:31 CET,1847,24.9375,81,11.08,8.50628,12.99564,674,75,6.94,3.07
2021-06-19 00:38:50 CET,1848,24.875,81,4.682,8.52444,13.04793,666,75,6.94,3.07
2021-06-19 00:39:10 CET,1849,24.875,81,8.088,8.5199,12.63584,681,75,6.94,3.07
2021-06-19 00:40:08 CET,1852,24.8125,81,6.643,8.5199,12.73754,673,75,6.94,3.07
2021-06-19 00:40:47 CET,1854,24.875,81,14.875,8.54713,13.15318,675,75,6.94,3.07
2021-06-19 00:41:07 CET,1855,24.875,81,7.869,8.5199,12.68658,678,75,6.94,3.07
2021-06-19 00:42:30 CET,1858,24.875,81,10.751,8.5199,12.63584,682,75,6.94,3.07
2021-06-19 00:42:50 CET,1859,24.875,82,10.81,8.5199,12.18885,675,75,6.94,3.07
2021-06-19 00:43:29 CET,1861,24.875,81,7.099,8.50628,12.23766,671,75,6.94,3.07
2021-06-19 00:43:49 CET,1862,24.875,81,8.393,8.53351,10.68908,671,75,6.94,3.07
2021-06-19 00:44:09 CET,1863,24.875,81,5.857,8.51536,12.63584,682,75,6.94,3.07
2021-06-19 00:44:28 CET,1864,24.875,81,24.807,8.51082,12.14024,679,75,6.94,3.07
2021-06-19 00:44:48 CET,1865,24.8125,81,11.52,8.51082,11.94786,664,75,6.94,3.07
2021-06-19 00:45:08 CET,1866,24.875,81,7.302,8.51082,12.09183,662,75,6.94,3.07
2021-06-19 00:45:28 CET,1867,24.875,81,7.683,8.5199,12.53502,673,75,6.94,3.07
2021-06-19 00:45:47 CET,1868,24.875,81,8.9,8.5199,12.68658,672,75,6.94,3.07
2021-06-19 00:46:07 CET,1869,24.875,81,10.556,8.5199,12.18885,672,75,6.94,3.07
2021-06-19 00:46:27 CET,1870,24.875,81,8.9,8.52444,12.28669,669,75,6.94,3.07
2021-06-19 00:47:07 CET,1872,24.875,81,10.742,8.5199,13.04793,660,75,6.94,3.07
2021-06-19 00:47:46 CET,1874,24.875,81,11.444,8.5199,12.99564,650,75,6.94,3.07
2021-06-19 00:48:06 CET,1875,24.875,81,1.774,8.52444,13.04793,652,75,6.94,3.07
2021-06-19 00:48:25 CET,1876,24.875,81,0.101,8.53351,13.85995,661,75,6.94,3.07
2021-06-19 00:48:45 CET,1877,24.8125,81,8.722,8.52444,13.74861,668,75,6.94,3.07
2021-06-19 00:49:04 CET,1878,24.8125,81,38.795,8.51536,13.04793,669,75,6.94,3.07
2021-06-19 00:49:24 CET,1879,24.875,81,38.795,8.5199,13.04793,658,75,6.94,3.07
2021-06-19 00:49:43 CET,1880,24.8125,81,8.748,8.5199,13.47445,656,75,6.94,3.07
2021-06-19 00:50:03 CET,1881,24.875,81,28.23,8.51536,13.47445,656,75,6.94,3.07
2021-06-19 00:50:22 CET,1882,24.8125,81,36.894,8.51082,13.15318,668,75,6.94,3.07
2021-06-19 00:50:42 CET,1883,24.8125,81,21.95,8.5199,13.15318,661,75,6.94,3.07
2021-06-19 00:51:01 CET,1884,24.8125,81,8.325,8.52444,13.47445,668,75,6.94,3.07
2021-06-19 00:51:20 CET,1885,24.875,81,30.461,8.5199,13.31278,669,75,6.94,3.07
2021-06-19 00:51:40 CET,1886,24.8125,81,14.106,8.51536,13.15318,668,75,6.94,3.07
2021-06-19 00:52:19 CET,1888,24.875,81,38.06,8.50174,13.74861,669,75,6.94,3.07
2021-06-19 00:52:58 CET,1890,24.875,81,7.615,8.5199,13.47445,658,75,6.94,3.07
2021-06-19 00:53:17 CET,1891,24.8125,81,10.43,8.55167,13.47445,656,75,6.94,3.07
2021-06-19 00:53:37 CET,1892,24.875,81,12.61,8.52444,13.52881,663,75,6.94,3.07
2021-06-19 00:54:16 CET,1894,24.875,81,7.412,8.51536,13.6933,666,75,6.94,3.07
2021-06-19 00:54:55 CET,1896,24.875,81,38.795,8.5199,13.31278,667,75,6.94,3.07
2021-06-19 00:55:14 CET,1897,24.875,81,9.956,8.51082,13.6933,667,75,6.94,3.07
2021-06-19 00:55:53 CET,1899,24.875,81,9.229,8.50174,13.58341,656,75,6.94,3.07
2021-06-19 00:56:13 CET,1900,24.8125,81,6.465,8.51082,13.47445,669,75,6.94,3.07
2021-06-19 00:56:32 CET,1901,24.875,81,28.45,8.51536,13.6933,671,75,6.94,3.07
2021-06-19 00:56:51 CET,1902,24.8125,81,8.274,8.51082,13.25935,671,75,6.94,3.07
2021-06-19 00:57:11 CET,1903,24.8125,81,38.795,8.52444,13.74861,672,75,6.94,3.07
2021-06-19 00:57:30 CET,1904,24.8125,81,22.871,8.51082,14.02878,672,75,6.94,3.07
2021-06-19 00:57:50 CET,1905,24.8125,81,24.832,8.51082,13.47445,671,75,6.94,3.07
2021-06-19 00:58:09 CET,1906,24.8125,81,5.536,8.5199,11.43541,675,75,6.94,3.07
2021-06-19 00:58:29 CET,1907,24.8125,81,8.748,8.51082,12.99564,677,75,6.94,3.07
2021-06-19 00:58:48 CET,1908,24.8125,81,19.634,8.5199,14.02878,676,75,6.94,3.07
2021-06-19 00:59:09 CET,1909,24.8125,81,18.51,8.5199,12.99564,672,75,6.94,3.07
2021-06-19 00:59:28 CET,1910,24.8125,81,12.407,8.52897,12.99564,674,75,6.94,3.07
2021-06-19 01:00:08 CET,1912,24.8125,81,6.423,8.5199,12.99564,674,75,6.94,3.07
2021-06-19 01:00:27 CET,1913,24.8125,81,7.733,8.52444,12.48492,676,75,6.94,3.07
2021-06-19 01:00:47 CET,1914,24.8125,81,6.432,8.51082,12.94358,675,75,6.94,3.07
2021-06-19 01:01:07 CET,1915,24.8125,81,6.034,8.5199,12.38539,674,75,6.94,3.07
2021-06-19 01:01:26 CET,1916,24.8125,81,18.316,8.5199,12.89173,679,75,6.94,3.07
2021-06-19 01:01:46 CET,1917,24.8125,81,8.19,8.5199,12.78872,666,75,6.94,3.07
2021-06-19 01:02:05 CET,1918,24.8125,81,24.342,8.51536,12.43505,682,75,6.94,3.07
2021-06-19 01:02:25 CET,1919,24.8125,81,13.109,8.5199,12.28669,679,75,6.94,3.07
2021-06-19 01:02:44 CET,1920,24.8125,81,10.666,8.5199,12.94358,678,75,6.94,3.07
2021-06-19 01:03:04 CET,1921,24.8125,81,5.62,8.52897,12.38539,686,75,6.94,3.07
2021-06-19 01:03:43 CET,1923,24.8125,81,10.007,8.51082,12.18885,678,75,6.94,3.07
2021-06-19 01:04:02 CET,1924,24.8125,81,38.821,8.5199,12.14024,675,75,6.94,3.07
2021-06-19 01:04:22 CET,1925,24.875,81,7.218,8.5199,12.38539,679,75,6.94,3.07
2021-06-19 01:04:41 CET,1926,24.875,81,9.855,8.51082,12.14024,681,75,6.94,3.07
2021-06-19 01:05:01 CET,1927,24.8125,81,8.325,8.50628,11.94786,675,75,6.94,3.07
2021-06-19 01:05:20 CET,1928,24.8125,81,20.141,8.5199,12.14024,682,75,6.94,3.07
2021-06-19 01:05:40 CET,1929,24.8125,81,6.119,8.52444,11.75873,688,75,6.94,3.07
2021-06-19 01:06:19 CET,1931,24.8125,81,30.521,8.52444,11.39001,687,75,6.94,3.07
2021-06-19 01:06:59 CET,1933,24.8125,81,10.725,8.51082,11.75873,688,75,6.94,3.07
2021-06-19 01:07:38 CET,1935,24.8125,81,16.287,8.53805,11.48101,673,75,6.94,3.07
2021-06-19 01:08:17 CET,1937,24.8125,81,10.709,8.5199,11.43541,686,75,6.94,3.07
2021-06-19 01:08:37 CET,1938,24.8125,81,11.216,8.5199,11.2103,687,75,6.94,3.07
2021-06-19 01:08:56 CET,1939,24.8125,81,8.342,8.51082,11.39001,687,75,6.94,3.07
2021-06-19 01:09:16 CET,1940,24.8125,81,11.444,8.50628,11.16584,688,75,6.94,3.07
2021-06-19 01:10:14 CET,1943,24.8125,81,8.038,8.5199,11.03361,673,75,6.94,3.07
2021-06-19 01:10:34 CET,1944,24.8125,81,29.997,8.51082,11.03361,685,75,6.94,3.07
2021-06-19 01:10:53 CET,1945,24.75,81,8.418,8.52444,11.34479,686,75,6.94,3.07
2021-06-19 01:11:12 CET,1946,24.8125,81,12.036,8.51082,10.68908,686,75,6.94,3.07
2021-06-19 01:11:32 CET,1947,24.75,81,14.884,8.50628,11.39001,684,75,6.94,3.07
2021-06-19 01:11:51 CET,1948,24.8125,81,15.095,8.51082,11.12157,686,75,6.94,3.07
2021-06-19 01:12:11 CET,1949,24.8125,81,9.88,8.5199,10.03392,673,75,6.94,3.07
2021-06-19 01:12:30 CET,1950,24.75,81,1.969,8.5199,11.39001,688,75,6.94,3.07
2021-06-19 01:12:50 CET,1951,24.8125,81,15.56,8.52444,11.2103,689,75,6.94,3.07
2021-06-19 01:13:29 CET,1953,24.875,81,6.542,8.5199,10.68908,688,75,6.94,3.07
2021-06-19 01:13:49 CET,1954,24.8125,81,23.429,8.52444,10.27445,688,75,6.94,3.07
2021-06-19 01:14:09 CET,1955,24.8125,81,25.094,8.54713,11.03361,685,75,6.94,3.07
2021-06-19 01:14:28 CET,1956,24.8125,81,10.184,8.53805,10.68908,685,75,6.94,3.07
2021-06-19 01:14:48 CET,1957,24.75,81,6.635,8.5199,10.60474,683,75,6.94,3.07
2021-06-19 01:15:08 CET,1958,24.8125,81,10.928,8.52444,11.12157,672,75,6.94,3.07
2021-06-19 01:15:28 CET,1959,24.8125,81,25.787,8.5199,10.68908,685,75,6.94,3.07
2021-06-19 01:16:07 CET,1961,24.8125,81,8.655,8.50628,11.2103,679,75,6.94,3.07
2021-06-19 01:16:26 CET,1962,24.8125,81,1.183,8.51082,10.4382,683,75,6.94,3.07
2021-06-19 01:16:45 CET,1963,24.8125,81,11.545,8.5199,11.16584,683,75,6.94,3.07
2021-06-19 01:17:24 CET,1965,24.8125,81,8.579,8.51536,12.14024,656,75,6.94,3.07
2021-06-19 01:17:44 CET,1966,24.8125,81,38.787,8.50628,10.47957,677,75,6.94,3.07
2021-06-19 01:18:03 CET,1967,24.8125,81,18.687,8.5199,11.66536,677,75,6.94,3.07
2021-06-19 01:18:23 CET,1968,24.8125,81,23.7,8.52897,11.03361,679,75,6.94,3.07
2021-06-19 01:18:42 CET,1969,24.875,81,12.162,8.52444,11.66536,670,75,6.94,3.07
2021-06-19 01:19:21 CET,1971,24.8125,81,7.708,8.51082,11.5728,668,75,6.94,3.07
2021-06-19 01:19:41 CET,1972,24.75,81,11.774,8.51082,11.34479,677,75,6.94,3.07
2021-06-19 01:20:00 CET,1973,24.8125,81,6.373,8.5199,12.38539,677,75,6.94,3.07
2021-06-19 01:20:39 CET,1975,24.8125,81,27.647,8.52444,11.5728,679,75,6.94,3.07
2021-06-19 01:20:59 CET,1976,24.8125,81,3.862,8.5199,11.43541,676,75,6.94,3.07
2021-06-19 01:21:57 CET,1979,24.8125,81,12.052,8.51082,11.48101,674,75,6.94,3.07
2021-06-19 01:22:56 CET,1982,24.8125,81,7.691,8.51082,11.94786,666,75,6.94,3.07
2021-06-19 01:23:15 CET,1983,24.8125,81,9.077,8.5199,11.66536,676,75,6.94,3.07
2021-06-19 01:23:54 CET,1985,24.75,81,38.635,8.5199,11.94786,682,75,6.94,3.07
2021-06-19 01:24:14 CET,1986,24.75,81,7.378,8.51082,11.90026,679,75,6.94,3.07
2021-06-19 01:24:33 CET,1987,24.75,81,11.647,8.5199,11.94786,673,75,6.94,3.07
2021-06-19 01:24:53 CET,1988,24.8125,81,12.45,8.50628,12.04363,680,75,6.94,3.07
2021-06-19 01:25:12 CET,1989,24.8125,81,2.966,8.52444,11.71194,679,75,6.94,3.07
2021-06-19 01:25:32 CET,1990,24.8125,81,6.127,8.51082,11.71194,665,75,6.94,3.07
2021-06-19 01:25:51 CET,1991,24.8125,81,38.795,8.5199,12.23766,671,75,6.94,3.07
2021-06-19 01:26:11 CET,1992,24.8125,81,7.539,8.50174,12.18885,672,75,6.94,3.07
2021-06-19 01:26:30 CET,1993,24.8125,81,17.344,8.51082,12.33594,667,75,6.94,3.07
2021-06-19 01:26:50 CET,1994,24.75,81,4.775,8.5199,12.99564,656,75,6.94,3.07
2021-06-19 01:27:09 CET,1995,24.75,81,11.368,8.50628,12.04363,657,75,6.94,3.07
2021-06-19 01:27:29 CET,1996,24.75,81,25.745,8.5199,12.43505,673,75,6.94,3.07
2021-06-19 01:27:48 CET,1997,24.75,81,8.384,8.51082,12.14024,677,75,6.94,3.07
2021-06-19 01:28:27 CET,1999,24.8125,81,6.009,8.50628,11.75873,679,75,6.94,3.07
2021-06-19 01:28:47 CET,2000,24.75,81,24.612,8.5199,12.94358,683,75,6.94,3.07
2021-06-19 01:29:06 CET,2001,24.75,81,6.212,8.51082,12.18885,681,75,6.94,3.07
2021-06-19 01:29:26 CET,2002,24.8125,81,12.593,8.50628,12.04363,679,75,6.94,3.07
2021-06-19 01:30:05 CET,2004,24.75,81,26.979,8.54259,12.09183,679,75,6.94,3.07
2021-06-19 01:30:24 CET,2005,24.75,81,9.863,8.52897,12.04363,681,75,6.94,3.07
2021-06-19 01:31:03 CET,2007,24.8125,81,6.854,8.50628,12.14024,663,75,6.94,3.07
2021-06-19 01:31:23 CET,2008,24.75,81,6.609,8.5199,11.5268,679,75,6.94,3.07
2021-06-19 01:31:42 CET,2009,24.75,81,29.312,8.50628,11.66536,677,75,6.94,3.07
2021-06-19 01:32:02 CET,2010,24.75,81,11.545,8.51536,11.71194,683,75,6.94,3.07
2021-06-19 01:32:21 CET,2011,24.75,81,9.28,8.51082,11.66536,669,75,6.94,3.07
2021-06-19 01:32:41 CET,2012,24.75,81,9.644,8.5199,11.94786,666,75,6.94,3.07
2021-06-19 01:33:00 CET,2013,24.75,81,25.796,8.51082,11.66536,676,75,6.94,3.07
2021-06-19 01:33:19 CET,2014,24.75,81,38.812,8.50628,12.18885,676,75,6.94,3.07
2021-06-19 01:33:39 CET,2015,24.75,81,7.311,8.50174,11.66536,678,75,6.94,3.07
2021-06-19 01:33:58 CET,2016,24.8125,81,23.218,8.50628,11.85289,675,75,6.94,3.07
2021-06-19 01:34:18 CET,2017,24.75,81,7.302,8.52444,12.14024,671,75,6.94,3.07
2021-06-19 01:34:37 CET,2018,24.75,81,7.598,8.5199,12.09183,677,75,6.94,3.07
2021-06-19 01:34:57 CET,2019,24.75,81,17.521,8.50628,12.94358,677,75,6.94,3.07
2021-06-19 01:35:16 CET,2020,24.6875,81,10.666,8.48358,11.71194,677,75,6.94,3.07
2021-06-19 01:35:55 CET,2022,24.8125,81,1.098,8.52444,11.66536,679,75,6.94,3.07
2021-06-19 01:36:15 CET,2023,24.75,81,38.812,8.51082,11.75873,683,75,6.94,3.07
2021-06-19 01:36:54 CET,2025,24.75,81,27.038,8.5199,10.31513,673,75,6.94,3.07
2021-06-19 01:38:10 CET,2027,24.75,81,38.736,8.51082,10.15343,683,75,6.94,3.07
2021-06-19 01:38:30 CET,2028,24.75,81,5.206,8.52444,11.43541,686,75,6.94,3.07
2021-06-19 01:38:50 CET,2029,24.75,81,1.707,8.50628,11.90026,687,75,6.94,3.07
2021-06-19 01:39:09 CET,2030,24.75,81,8.266,8.5199,11.16584,688,75,6.94,3.07
2021-06-19 01:40:09 CET,2033,24.75,81,12.272,8.50628,10.4382,691,75,6.94,3.07
2021-06-19 01:40:28 CET,2034,24.75,81,8.435,8.5199,10.64682,688,75,6.94,3.07
2021-06-19 01:40:48 CET,2035,24.8125,81,9.018,8.50174,10.31513,688,75,6.94,3.07
2021-06-19 01:41:07 CET,2036,24.75,81,12.805,8.51082,10.35599,689,75,6.94,3.07
2021-06-19 01:41:47 CET,2038,24.75,81,7.497,8.5199,10.35599,688,75,6.94,3.07
2021-06-19 01:42:26 CET,2040,24.75,81,8.807,8.54713,10.15343,698,75,6.94,3.07
2021-06-19 01:42:46 CET,2041,24.6875,81,5.84,8.51082,9.68429,698,75,6.94,3.07
2021-06-19 01:43:25 CET,2043,24.75,81,8.697,8.51536,9.79937,688,75,6.94,3.07
2021-06-19 01:44:04 CET,2045,24.6875,81,12.205,8.5199,9.79937,689,75,6.94,3.07
2021-06-19 01:44:23 CET,2046,24.75,81,38.787,8.52897,9.27446,699,75,6.94,3.07
2021-06-19 01:44:43 CET,2047,24.75,81,24.731,8.5199,9.53308,695,75,6.94,3.07
2021-06-19 01:45:02 CET,2048,24.75,81,7.387,8.51082,8.1834,701,75,6.94,3.07
2021-06-19 01:45:22 CET,2049,24.75,81,10.954,8.50628,9.27446,698,75,6.94,3.07
2021-06-19 01:45:41 CET,2050,24.75,81,7.835,8.5199,9.49567,688,75,6.94,3.07
2021-06-19 01:46:01 CET,2051,24.75,81,10.227,8.5199,9.13002,688,75,6.94,3.07
2021-06-19 01:46:21 CET,2052,24.6875,81,38.812,8.5199,9.23812,697,75,6.94,3.07
2021-06-19 01:47:00 CET,2054,24.75,81,8.604,8.51082,9.13002,696,75,6.94,3.07
2021-06-19 01:47:20 CET,2055,24.75,81,38.778,8.50628,8.88298,701,75,6.94,3.07
2021-06-19 01:47:39 CET,2056,24.75,81,20.065,8.51082,8.67685,704,75,6.94,3.07
2021-06-19 01:48:38 CET,2059,24.6875,81,10.725,8.51082,8.67685,709,75,6.94,3.07
2021-06-19 01:48:57 CET,2060,24.6875,81,10.261,8.54259,8.91783,703,75,6.94,3.07
2021-06-19 01:49:36 CET,2062,24.75,81,8.342,8.5199,8.44277,699,75,6.94,3.07
2021-06-19 01:49:56 CET,2063,24.75,81,38.787,8.5199,8.88298,701,75,6.94,3.07
2021-06-19 01:50:35 CET,2065,24.75,81,7.48,8.51082,8.84827,688,75,6.94,3.07
2021-06-19 01:50:54 CET,2066,24.75,81,8.579,8.5199,8.50896,699,75,6.94,3.07
2021-06-19 01:51:13 CET,2067,24.75,81,38.778,8.54713,8.77927,693,75,6.94,3.07
2021-06-19 01:51:52 CET,2069,24.75,81,38.812,8.52444,8.50896,694,75,6.94,3.07
2021-06-19 01:52:12 CET,2070,24.75,81,7.04,8.5199,8.67685,695,75,6.94,3.07
2021-06-19 01:53:11 CET,2073,24.6875,81,10.168,8.51082,8.5757,701,75,6.94,3.07
2021-06-19 01:54:09 CET,2076,24.75,81,7.099,8.5199,8.77927,683,75,6.94,3.07
2021-06-19 01:54:48 CET,2078,24.75,81,10.066,8.50174,8.77927,679,75,6.94,3.07
2021-06-19 01:56:04 CET,2080,24.75,81,35,8.51082,9.31094,693,75,6.94,3.07
2021-06-19 01:56:43 CET,2082,24.6875,81,8.41,8.5199,8.95283,693,75,6.94,3.07
